"id";"line";"country";"code";"localityFR";"localityNL";"created_at";"updated_at"
4775;1952;"LUX";"L5236";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4776;1953;"LUX";"L5237";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4777;1954;"LUX";"L5238";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4778;1955;"LUX";"L5239";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4779;1956;"LUX";"L5240";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4780;1957;"LUX";"L5241";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4781;1958;"LUX";"L5243";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4782;1959;"LUX";"L5250";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:16";"2018-07-25 09:03:16"
4783;1960;"LUX";"L5251";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4784;1961;"LUX";"L5252";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4785;1962;"LUX";"L5253";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4786;1963;"LUX";"L5254";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4787;1964;"LUX";"L5255";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4788;1965;"LUX";"L5256";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4789;1966;"LUX";"L5280";"SANDWEILER";"SANDWEILER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4790;1967;"LUX";"L5290";"NEUHAEUSGEN";"NEUHAEUSGEN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4791;1968;"LUX";"L5299";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4792;1969;"LUX";"L5310";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4793;1970;"LUX";"L5312";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4794;1971;"LUX";"L5314";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4795;1972;"LUX";"L5316";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4796;1973;"LUX";"L5318";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4797;1974;"LUX";"L5320";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4798;1975;"LUX";"L5322";"CONTERN";"CONTERN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4799;1976;"LUX";"L5324";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4800;1977;"LUX";"L5326";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4801;1978;"LUX";"L5328";"MEDINGEN";"MEDINGEN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4802;1979;"LUX";"L5330";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4803;1980;"LUX";"L5331";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4804;1981;"LUX";"L5332";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4805;1982;"LUX";"L5333";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4806;1983;"LUX";"L5334";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4807;1984;"LUX";"L5335";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4808;1985;"LUX";"L5336";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4809;1986;"LUX";"L5337";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4810;1987;"LUX";"L5339";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4811;1988;"LUX";"L5341";"MOUTFORT";"MOUTFORT";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4812;1989;"LUX";"L5351";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4813;1990;"LUX";"L5352";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4814;1991;"LUX";"L5353";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4815;1992;"LUX";"L5355";"OETRANGE";"OETRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4816;1993;"LUX";"L5360";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4817;1994;"LUX";"L5361";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4818;1995;"LUX";"L5362";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4819;1996;"LUX";"L5363";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4820;1997;"LUX";"L5364";"SCHRASSIG";"SCHRASSIG";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4821;1998;"LUX";"L5365";"MUNSBACH";"MUNSBACH";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4822;1999;"LUX";"L5366";"MUNSBACH";"MUNSBACH";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4823;2000;"LUX";"L5367";"SCHUTTRANGE";"SCHUTTRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4824;2001;"LUX";"L5368";"SCHUTTRANGE";"SCHUTTRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4825;2002;"LUX";"L5369";"SCHUTTRANGE";"SCHUTTRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4826;2003;"LUX";"L5370";"SCHUTTRANGE";"SCHUTTRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4827;2004;"LUX";"L5371";"SCHUTTRANGE";"SCHUTTRANGE";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4828;2005;"LUX";"L5372";"MUNSBACH";"MUNSBACH";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4829;2006;"LUX";"L5374";"MUNSBACH";"MUNSBACH";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4830;2007;"LUX";"L5376";"MUNSBACH";"MUNSBACH";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4831;2008;"LUX";"L5377";"UEBERSYREN";"UEBERSYREN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4832;2009;"LUX";"L5378";"UEBERSYREN";"UEBERSYREN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4833;2010;"LUX";"L5380";"UEBERSYREN";"UEBERSYREN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4834;2011;"LUX";"L5401";"AHN";"AHN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4835;2012;"LUX";"L5402";"ASSEL";"ASSEL";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4836;2013;"LUX";"L5403";"BECH-KLEINMACHER";"BECH-KLEINMACHER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4837;2014;"LUX";"L5404";"BECH-KLEINMACHER";"BECH-KLEINMACHER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4838;2015;"LUX";"L5405";"BECH-KLEINMACHER";"BECH-KLEINMACHER";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4839;2016;"LUX";"L5407";"BOUS";"BOUS";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4840;2017;"LUX";"L5408";"BOUS";"BOUS";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4841;2018;"LUX";"L5410";"BEYREN";"BEYREN";"2018-07-25 09:03:17";"2018-07-25 09:03:17"
4842;2019;"LUX";"L5411";"CANACH";"CANACH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4843;2020;"LUX";"L5412";"CANACH";"CANACH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4844;2021;"LUX";"L5414";"CANACH";"CANACH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4845;2022;"LUX";"L5415";"CANACH";"CANACH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4846;2023;"LUX";"L5416";"EHNEN";"EHNEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4847;2024;"LUX";"L5417";"EHNEN";"EHNEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4848;2025;"LUX";"L5418";"EHNEN";"EHNEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4849;2026;"LUX";"L5419";"EHNEN";"EHNEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4850;2027;"LUX";"L5421";"ERPELDANGE (BOUS)";"ERPELDANGE (BOUS)";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4851;2028;"LUX";"L5422";"ERPELDANGE (BOUS)";"ERPELDANGE (BOUS)";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4852;2029;"LUX";"L5423";"ERSANGE";"ERSANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4853;2030;"LUX";"L5424";"GOSTINGEN";"GOSTINGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4854;2031;"LUX";"L5425";"GOSTINGEN";"GOSTINGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4855;2032;"LUX";"L5426";"GREIVELDANGE";"GREIVELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4856;2033;"LUX";"L5427";"GREIVELDANGE";"GREIVELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4857;2034;"LUX";"L5429";"HETTERMILLEN";"HETTERMILLEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4858;2035;"LUX";"L5430";"LENNINGEN";"LENNINGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4859;2036;"LUX";"L5431";"LENNINGEN";"LENNINGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4860;2037;"LUX";"L5432";"KAPENACKER";"KAPENACKER";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4861;2038;"LUX";"L5433";"NIEDERDONVEN";"NIEDERDONVEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4862;2039;"LUX";"L5434";"NIEDERDONVEN";"NIEDERDONVEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4863;2040;"LUX";"L5435";"OBERDONVEN";"OBERDONVEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4864;2041;"LUX";"L5440";"REMERSCHEN";"REMERSCHEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4865;2042;"LUX";"L5441";"REMERSCHEN";"REMERSCHEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4866;2043;"LUX";"L5442";"ROEDT";"ROEDT";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4867;2044;"LUX";"L5443";"ROLLING";"ROLLING";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4868;2045;"LUX";"L5444";"SCHENGEN";"SCHENGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4869;2046;"LUX";"L5445";"REMERSCHEN";"REMERSCHEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4870;2047;"LUX";"L5447";"SCHWEBSINGEN";"SCHWEBSINGEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4871;2048;"LUX";"L5450";"STADTBREDIMUS";"STADTBREDIMUS";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4872;2049;"LUX";"L5451";"STADTBREDIMUS";"STADTBREDIMUS";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4873;2050;"LUX";"L5460";"TRINTANGE";"TRINTANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4874;2051;"LUX";"L5465";"WALDBREDIMUS";"WALDBREDIMUS";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4875;2052;"LUX";"L5470";"WELLENSTEIN";"WELLENSTEIN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4876;2053;"LUX";"L5471";"WELLENSTEIN";"WELLENSTEIN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4877;2054;"LUX";"L5480";"WORMELDANGE";"WORMELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4878;2055;"LUX";"L5481";"WORMELDANGE";"WORMELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4879;2056;"LUX";"L5482";"WORMELDANGE";"WORMELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4880;2057;"LUX";"L5483";"WORMELDANGE";"WORMELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4881;2058;"LUX";"L5485";"WORMELDANGE-HAUT";"WORMELDANGE-HAUT";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4882;2059;"LUX";"L5488";"EHNEN";"EHNEN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4883;2060;"LUX";"L5489";"WORMELDANGE";"WORMELDANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4884;2061;"LUX";"L5495";"WINTRANGE";"WINTRANGE";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4885;2062;"LUX";"L5499";"DREIBORN";"DREIBORN";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4886;2063;"LUX";"L5511";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4887;2064;"LUX";"L5512";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4888;2065;"LUX";"L5513";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4889;2066;"LUX";"L5514";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4890;2067;"LUX";"L5515";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4891;2068;"LUX";"L5516";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4892;2069;"LUX";"L5517";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4893;2070;"LUX";"L5518";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4894;2071;"LUX";"L5519";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4895;2072;"LUX";"L5520";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4896;2073;"LUX";"L5521";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4897;2074;"LUX";"L5522";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4898;2075;"LUX";"L5530";"REMICH";"REMICH";"2018-07-25 09:03:18";"2018-07-25 09:03:18"
4899;2076;"LUX";"L5531";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4900;2077;"LUX";"L5532";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4901;2078;"LUX";"L5533";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4902;2079;"LUX";"L5534";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4903;2080;"LUX";"L5535";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4904;2081;"LUX";"L5536";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4905;2082;"LUX";"L5537";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4906;2083;"LUX";"L5538";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4907;2084;"LUX";"L5539";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4908;2085;"LUX";"L5540";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4909;2086;"LUX";"L5549";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4910;2087;"LUX";"L5550";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4911;2088;"LUX";"L5551";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4912;2089;"LUX";"L5552";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4913;2090;"LUX";"L5553";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4914;2091;"LUX";"L5554";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4915;2092;"LUX";"L5555";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4916;2093;"LUX";"L5556";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4917;2094;"LUX";"L5557";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4918;2095;"LUX";"L5558";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4919;2096;"LUX";"L5559";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4920;2097;"LUX";"L5560";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4921;2098;"LUX";"L5561";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4922;2099;"LUX";"L5570";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4923;2100;"LUX";"L5571";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4924;2101;"LUX";"L5572";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4925;2102;"LUX";"L5573";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4926;2103;"LUX";"L5574";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4927;2104;"LUX";"L5575";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4928;2105;"LUX";"L5576";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4929;2106;"LUX";"L5577";"REMICH";"REMICH";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4930;2107;"LUX";"L5610";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4931;2108;"LUX";"L5611";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4932;2109;"LUX";"L5612";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4933;2110;"LUX";"L5613";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4934;2111;"LUX";"L5614";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4935;2112;"LUX";"L5615";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4936;2113;"LUX";"L5616";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4937;2114;"LUX";"L5617";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4938;2115;"LUX";"L5618";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4939;2116;"LUX";"L5619";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4940;2117;"LUX";"L5620";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4941;2118;"LUX";"L5630";"MONDORF LES BAINS";"MONDORF LES BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4942;2119;"LUX";"L5631";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4943;2120;"LUX";"L5632";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4944;2121;"LUX";"L5633";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4945;2122;"LUX";"L5634";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4946;2123;"LUX";"L5635";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4947;2124;"LUX";"L5636";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4948;2125;"LUX";"L5637";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4949;2126;"LUX";"L5638";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4950;2127;"LUX";"L5639";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4951;2128;"LUX";"L5640";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4952;2129;"LUX";"L5650";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4953;2130;"LUX";"L5651";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4954;2131;"LUX";"L5652";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4955;2132;"LUX";"L5653";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4956;2133;"LUX";"L5654";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:19";"2018-07-25 09:03:19"
4957;2134;"LUX";"L5655";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4958;2135;"LUX";"L5656";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4959;2136;"LUX";"L5657";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4960;2137;"LUX";"L5658";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4961;2138;"LUX";"L5659";"MONDORF-LES-BAINS";"MONDORF-LES-BAINS";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4962;2139;"LUX";"L5670";"ALTWIES";"ALTWIES";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4963;2140;"LUX";"L5671";"ALTWIES";"ALTWIES";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4964;2141;"LUX";"L5675";"BURMERANGE";"BURMERANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4965;2142;"LUX";"L5680";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4966;2143;"LUX";"L5681";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4967;2144;"LUX";"L5682";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4968;2145;"LUX";"L5683";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4969;2146;"LUX";"L5684";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4970;2147;"LUX";"L5685";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4971;2148;"LUX";"L5686";"DALHEIM";"DALHEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4972;2149;"LUX";"L5687";"DAHLEIM";"DAHLEIM";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4973;2150;"LUX";"L5690";"ELLANGE";"ELLANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4974;2151;"LUX";"L5692";"ELVANGE";"ELVANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4975;2152;"LUX";"L5693";"ELVANGE";"ELVANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4976;2153;"LUX";"L5695";"EMERANGE";"EMERANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4977;2154;"LUX";"L5698";"WELFRANGE";"WELFRANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4978;2155;"LUX";"L5710";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4979;2156;"LUX";"L5711";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4980;2157;"LUX";"L5712";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4981;2158;"LUX";"L5713";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4982;2159;"LUX";"L5716";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4983;2160;"LUX";"L5717";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4984;2161;"LUX";"L5718";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4985;2162;"LUX";"L5720";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4986;2163;"LUX";"L5721";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4987;2164;"LUX";"L5722";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4988;2165;"LUX";"L5723";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4989;2166;"LUX";"L5730";"ASPELT";"ASPELT";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4990;2167;"LUX";"L5740";"FILSDORF";"FILSDORF";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4991;2168;"LUX";"L5741";"FILSDORF";"FILSDORF";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4992;2169;"LUX";"L5750";"FRISANGE";"FRISANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
4993;2170;"LUX";"L5751";"FRISANGE";"FRISANGE";"2018-07-25 09:03:20";"2018-07-25 09:03:20"
